Date,Channel,SKU,Vendor,Wheel,Size,Bolt Pattern,Finish,Price,ID,Monthly Total,Monthly Sets,,
5/11/2023,eBay,GL-57DR-189.5+22-51143-SGB,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Semi Gloss Black,"$1,650.00",Gram Lights 57DR18x9.5 +225x114.3Semi Gloss Black,,,,
5/10/2023,Shopify,GL-57CR-189.5+38-51143-GG,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x114.3,Glossy Gray,"$1,800.00",Gram Lights 57CR18x9.5 +385x114.3Glossy Gray,,,,
5/10/2023,eBay,GL-57DR-189.5+22-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Chrome Plating,"$2,499.00",Gram Lights 57DR18x9.5 +225x114.3Chrome Plating,,,,
5/9/2023,Shopify,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Chrome Plating,"$2,399.00",Gram Lights 57DR18x9.5 +385x114.3Chrome Plating,,,,
5/9/2023,eBay,E-RPF1-147+19-4100-SS,Enkei,Enkei RPF1,14x7 +19,4x100,F1 Silver,$215.95,Enkei RPF114x7 +194x100F1 Silver,,,,
5/9/2023,eBay,V-RacingTE37SonicMDB-168+35-4100-MDB,Volk,Volk Racing TE37 Sonic MD/B,16x8 +35,4x100,Matte Dark Blue,"$2,350.00",Volk Racing TE37 Sonic MD/B16x8 +354x100Matte Dark Blue,,,,
5/8/2023,Shopify,GL-57DR-189.5+38-51143-BR2,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Bronze 2,"$1,555.00",Gram Lights 57DR18x9.5 +385x114.3Bronze 2,,,,
5/8/2023,Shopify,A-GTPremium-1810+40-51143-RTB,Advan,Advan GT Premium,18x10 +40,5x114.3,Racing Titanium Blue,"$2,760.00",Advan GT Premium18x10 +405x114.3Racing Titanium Blue,,,,
5/8/2023,Shopify,V-RacingCE28SL-189.5+35-5120-PG,Volk,Volk Racing CE28SL,18x9.5 +35,5x120,Pressed Graphite,"$3,150.00",Volk Racing CE28SL18x9.5 +355x120Pressed Graphite,,,,
5/8/2023,eBay,E-RPF1-1810.5+15-51143-SS,Enkei,Enkei RPF1,18x10.5 +15,5x114.3,F1 Silver,"$1,470.96",Enkei RPF118x10.5 +155x114.3F1 Silver,,,,
5/7/2023,eBay,E-RPF1-179+35-51143-SS,Enkei,Enkei RPF1,17x9 +35,5x114.3,F1 Silver,"$1,180.00",Enkei RPF117x9 +355x114.3F1 Silver,,,,
5/6/2023,Shopify,M-MC10-179+35-51143-CP,Mugen,Mugen MC10,17x9 +35,5x114.3,Chrome Plating,"$2,199.00",Mugen MC1017x9 +355x114.3Chrome Plating,,,,
5/6/2023,eBay,E-RPF1-158+28-4100-S,Enkei,Enkei RPF1,15x8 +28,4x100,SBC,$608.70,Enkei RPF115x8 +284x100SBC,,,,
5/5/2023,Shopify,GL-57CR-189.5+38-51143-CP,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x114.3,Chrome Plating,"$2,599.00",Gram Lights 57CR18x9.5 +385x114.3Chrome Plating,,,,
5/5/2023,eBay,E-RPF1-178+45-51143-G,Enkei,Enkei RPF1,17x8 +45,5x114.3,Gold,$997.48,Enkei RPF117x8 +455x114.3Gold,,,,
5/3/2023,Shopify,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Ceramic Pearl,"$1,899.00",Gram Lights 57DR18x9.5 +385x114.3Ceramic Pearl,,,,
5/3/2023,eBay,E-RPF1-179+35-51143-SS,Enkei,Enkei RPF1,17x9 +35,5x114.3,F1 Silver,"$1,180.00",Enkei RPF117x9 +355x114.3F1 Silver,,,,
5/2/2023,Shopify,E-RPF1-179+45-51143-S,Enkei,Enkei RPF1,17x9 +45,5x114.3,SBC,$356.40,Enkei RPF117x9 +455x114.3SBC,,,,
5/2/2023,Shopify,GL-57DR-189.5+38-5100-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x100,Chrome Plating,"$2,399.00",Gram Lights 57DR18x9.5 +385x100Chrome Plating,,,,
5/2/2023,Shopify,E-RPF1-179+35-51143-G,Enkei,Enkei RPF1,17x9 +35,5x114.3,Gold,"$1,099.00",Enkei RPF117x9 +355x114.3Gold,,,,
5/2/2023,Shopify,GL-57DR-179+38-51143-BR2,Gram Lights,Gram Lights 57DR,17x9 +38,5x114.3,Bronze 2,"$1,691.00",Gram Lights 57DR17x9 +385x114.3Bronze 2,,,,
4/30/2023,eBay,V-RacingNE24-189.5+38-51143-MGB,Volk,Volk Racing NE24,18x9.5 +38,5x114.3,Matte Gun Black,"$3,100.00",Volk Racing NE2418x9.5 +385x114.3Matte Gun Black,,,,
4/26/2023,Shopify,GL-57DR-189.5+38-51143-BR2,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Bronze 2,"$1,505.00",Gram Lights 57DR18x9.5 +385x114.3Bronze 2,,,,
4/26/2023,eBay,E-RPF1-179+22-51143-SS,Enkei,Enkei RPF1,17x9 +22,5x114.3,F1 Silver,"$1,149.00",Enkei RPF117x9 +225x114.3F1 Silver,,,,
4/25/2023,eBay,S-GTX01-188.5+44-51143-SLV,SSR,SSR GTX01,18x8.5 +44,5x114.3,Dark Silver,$470.00,SSR GTX0118x8.5 +445x114.3Dark Silver,,,,
4/24/2023,Shopify,E-RPF1-158+38-4100-MB,Enkei,Enkei RPF1,15x8 +38,4x100,Matte Blue,"$1,062.00",Enkei RPF115x8 +384x100Matte Blue,,,,
4/24/2023,eBay,E-RPF1-189.5+15-51143-SS,Enkei,Enkei RPF1,18x9.5 +15,5x114.3,F1 Silver,$382.17,Enkei RPF118x9.5 +155x114.3F1 Silver,,,,
4/23/2023,Shopify,GL-57DR-189.5+22-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Chrome Plating,"$2,469.00",Gram Lights 57DR18x9.5 +225x114.3Chrome Plating,,,,
4/23/2023,eBay,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Chrome Plating,"$2,399.00",Gram Lights 57DR18x9.5 +385x114.3Chrome Plating,,,,
4/21/2023,Shopify,E-RPF1-179+45-51143-SS,Enkei,Enkei RPF1,17x9 +45,5x114.3,F1 Silver,"$1,099.00",Enkei RPF117x9 +455x114.3F1 Silver,,,,
4/21/2023,Shopify,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Chrome Plating,"$2,399.00",Gram Lights 57DR18x9.5 +385x114.3Chrome Plating,,,,
4/21/2023,eBay,GL-57DR-189.5+22-51143-EBP,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Eternal Blue Pearl,"$1,833.48",Gram Lights 57DR18x9.5 +225x114.3Eternal Blue Pearl,,,,
4/20/2023,Shopify,D-RegamasterEVOII-179.5+50-51143-GW,Desmond,Desmond Regamaster EVO II,17x9.5 +50,5x114.3,Gloss White,"$2,370.00",Desmond Regamaster EVO II17x9.5 +505x114.3Gloss White,,,,
4/20/2023,eBay,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Ceramic Pearl,"$1,899.00",Gram Lights 57DR18x9.5 +385x114.3Ceramic Pearl,,,,
4/20/2023,eBay,GL-57DR-189.5+38-51143-EBP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Eternal Blue Pearl,"$1,900.00",Gram Lights 57DR18x9.5 +385x114.3Eternal Blue Pearl,,,,
4/19/2023,eBay,"E-RPF1-189.5+15,1810.5+15-51143-SS",Enkei,Enkei RPF1,"18x9.5 +15, 18x10.5 +15",5x114.3,F1 Silver,"$1,576.72","Enkei RPF118x9.5 +15, 18x10.5 +155x114.3F1 Silver",,,,
4/18/2023,Shopify,T7-TCS5-189.5+40-51143-MB,Titan 7,Titan 7 T-CS5,18x9.5 +40,5x114.3,Machine Black,"$2,034.00",Titan 7 T-CS518x9.5 +405x114.3Machine Black,,,,
4/18/2023,Shopify,"V-RacingTE37SL-189.5+22,1810.5+20-5120-BR",Volk,Volk Racing TE37SL,"18x9.5 +22, 18x10.5 +20",5x120,BlastBronze,"$3,000.00","Volk Racing TE37SL18x9.5 +22, 18x10.5 +205x120BlastBronze",,,,
4/18/2023,eBay,GL-57CR-189.5+38-51143-GB,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x114.3,Glossy Black,$506.81,Gram Lights 57CR18x9.5 +385x114.3Glossy Black,,,,
4/17/2023,Shopify,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Chrome Plating,"$2,399.00",Gram Lights 57DR18x9.5 +385x114.3Chrome Plating,,,,
4/11/2023,Shopify,V-RacingTE37SL-189.5+22-51143-G,Volk,Volk Racing TE37SL,18x9.5 +22,5x114.3,Gold,"$3,000.00",Volk Racing TE37SL18x9.5 +225x114.3Gold,,,,
4/11/2023,eBay,GL-57DR-188.5+37-51143-GB2,Gram Lights,Gram Lights 57DR,18x8.5 +37,5x114.3,Gun Blue 2,"$1,838.16",Gram Lights 57DR18x8.5 +375x114.3Gun Blue 2,,,,
4/10/2023,eBay,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Ceramic Pearl,"$1,700.00",Gram Lights 57DR18x9.5 +385x114.3Ceramic Pearl,,,,
4/9/2023,Shopify,GL-57CR-189.5+38-51143-CP,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x114.3,Chrome Plating,"$2,499.00",Gram Lights 57CR18x9.5 +385x114.3Chrome Plating,,,,
4/9/2023,Shopify,GL-57CR-189.5+38-51143-CP,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x114.3,Chrome Plating,"$2,300.00",Gram Lights 57CR18x9.5 +385x114.3Chrome Plating,,,,
4/9/2023,Shopify,GL-57CR-189.5+22-51143-GB2,Gram Lights,Gram Lights 57CR,18x9.5 +22,5x114.3,Gun Blue 2,"$1,650.00",Gram Lights 57CR18x9.5 +225x114.3Gun Blue 2,,,,
4/9/2023,eBay,E-NT03M-189.5+40-51143-SS,Enkei,Enkei NT03+M,18x9.5 +40,5x114.3,F1 Silver,$334.95,Enkei NT03+M18x9.5 +405x114.3F1 Silver,,,,
4/9/2023,eBay,E-RPF1-147+19-4100-SS,Enkei,Enkei RPF1,14x7 +19,4x100,F1 Silver,$215.95,Enkei RPF114x7 +194x100F1 Silver,,,,
4/9/2023,eBay,E-RPF1-189.5+38-51143-SS,Enkei,Enkei RPF1,18x9.5 +38,5x114.3,F1 Silver,$382.17,Enkei RPF118x9.5 +385x114.3F1 Silver,,,,
4/7/2023,Shopify,V-RacingTE37SL-158+35-4100-TG,Volk,Volk Racing TE37SL,15x8 +35,4x100,Titanium Gunmetal,"$2,399.00",Volk Racing TE37SL15x8 +354x100Titanium Gunmetal,,,,
4/7/2023,eBay,"V-RacingTE37SagaSL-189.5+20,1810.5+30-5120-PG",Volk,Volk Racing TE37 Saga SL,"18x9.5 +20, 18x10.5 +30",5x120,Pressed Graphite,"$3,169.77","Volk Racing TE37 Saga SL18x9.5 +20, 18x10.5 +305x120Pressed Graphite",,,,
4/6/2023,Shopify,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Ceramic Pearl,"$1,450.00",Gram Lights 57DR18x9.5 +385x114.3Ceramic Pearl,,,,
4/5/2023,Shopify,GL-57DR-179+22-51143-CP,Gram Lights,Gram Lights 57DR,17x9 +22,5x114.3,Chrome Plating,"$1,999.00",Gram Lights 57DR17x9 +225x114.3Chrome Plating,,,,
4/4/2023,eBay,GL-57DR-189.5+38-51143-HG,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,HS Gunmetallic,"$1,899.00",Gram Lights 57DR18x9.5 +385x114.3HS Gunmetallic,,,,
4/3/2023,eBay,GL-57CR-188.5+37-51143-GB,Gram Lights,Gram Lights 57CR,18x8.5 +37,5x114.3,Glossy Black,$450.00,Gram Lights 57CR18x8.5 +375x114.3Glossy Black,,,,
4/3/2023,eBay,GL-57DR-189.5+38-51143-EBP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Eternal Blue Pearl,"$1,700.00",Gram Lights 57DR18x9.5 +385x114.3Eternal Blue Pearl,,,,
4/2/2023,Shopify,GL-57DR-189.5+38-5100-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x100,Chrome Plating,"$2,399.00",Gram Lights 57DR18x9.5 +385x100Chrome Plating,,,,
4/2/2023,Shopify,D-RegamasterEVOII-1810+25-5120-GAG,Desmond,Desmond Regamaster EVO II,18x10 +25,5x120,Gloss Almighty Grey,"$3,299.00",Desmond Regamaster EVO II18x10 +255x120Gloss Almighty Grey,,,,
4/1/2023,Shopify,GL-57DR-179+22-51143-CP,Gram Lights,Gram Lights 57DR,17x9 +22,5x114.3,Chrome Plating,"$2,299.00",Gram Lights 57DR17x9 +225x114.3Chrome Plating,,,,
4/1/2023,eBay,E-RPF1-1710+38-51143-SS,Enkei,Enkei RPF1,17x10 +38,5x114.3,F1 Silver,$620.28,Enkei RPF117x10 +385x114.3F1 Silver,,,,
3/31/2023,Shopify,GL-57DR-158+35-4100-CP,Gram Lights,Gram Lights 57DR,15x8 +35,4x100,Chrome Plating,"$1,850.00",Gram Lights 57DR15x8 +354x100Chrome Plating,,,,
3/31/2023,Shopify,"D-RegamasterEVOII-178+38,1810+35-51143-GW",Desmond,Desmond Regamaster EVO II,"17x8 +38, 18x10 +35",5x114.3,Gloss White,"$2,999.97","Desmond Regamaster EVO II17x8 +38, 18x10 +355x114.3Gloss White",,,,
3/31/2023,Shopify,GL-57DR-189.5+22-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Chrome Plating,"$2,399.00",Gram Lights 57DR18x9.5 +225x114.3Chrome Plating,,,,
3/30/2023,eBay,E-RPF1-178+45-5100-SS,Enkei,Enkei RPF1,17x8 +45,5x100,F1 Silver,$278.37,Enkei RPF117x8 +455x100F1 Silver,,,,
3/29/2023,Shopify,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Chrome Plating,"$2,395.00",Gram Lights 57DR18x9.5 +385x114.3Chrome Plating,,,,
3/29/2023,eBay,E-RPF1-178+45-51143-SS,Enkei,Enkei RPF1,17x8 +45,5x114.3,F1 Silver,$276.60,Enkei RPF117x8 +455x114.3F1 Silver,,,,
3/28/2023,Shopify,E-RPF1-178+45-51143-SS,Enkei,Enkei RPF1,17x8 +45,5x114.3,F1 Silver,$252.00,Enkei RPF117x8 +455x114.3F1 Silver,,,,
3/28/2023,eBay,GL-57DR-189.5+12-51143-GB2,Gram Lights,Gram Lights 57DR,18x9.5 +12,5x114.3,Gun Blue 2,"$1,910.76",Gram Lights 57DR18x9.5 +125x114.3Gun Blue 2,,,,
3/28/2023,eBay,"V-RacingTE37SagaSL-189.5+20,1810.5+30-5112-PG",Volk,Volk Racing TE37 Saga SL,"18x9.5 +20, 18x10.5 +30",5x112,Pressed Graphite,"$2,900.00","Volk Racing TE37 Saga SL18x9.5 +20, 18x10.5 +305x112Pressed Graphite",,,,
3/27/2023,Shopify,GL-57CR-188.5+37-51143-GB,Gram Lights,Gram Lights 57CR,18x8.5 +37,5x114.3,Glossy Black,$467.00,Gram Lights 57CR18x8.5 +375x114.3Glossy Black,,,,
3/26/2023,Shopify,V-RacingTE37SL-189.5+38-5120-SLV,Volk,Volk Racing TE37SL,18x9.5 +38,5x120,Diamond Silver,"$2,900.00",Volk Racing TE37SL18x9.5 +385x120Diamond Silver,,,,
3/25/2023,eBay,E-RPF1-158+28-4100-SS,Enkei,Enkei RPF1,15x8 +28,4x100,F1 Silver,$266.12,Enkei RPF115x8 +284x100F1 Silver,,,,
3/24/2023,eBay,GL-57DR-189.5+38-51143-GB,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Glossy Black,"$1,799.00",Gram Lights 57DR18x9.5 +385x114.3Glossy Black,,,,
3/22/2023,Shopify,GL-57CR-189.5+38-51143-AG,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x114.3,Almite Gold,$425.00,Gram Lights 57CR18x9.5 +385x114.3Almite Gold,,,,
3/22/2023,eBay,E-RPT1-189+0-61397-MDG,Enkei,Enkei RPT1,18x9 +0,6x139.7,Matte Dark Gunmetal,"$1,825.12",Enkei RPT118x9 +06x139.7Matte Dark Gunmetal,,,,
3/21/2023,eBay,GL-57CR-189.5+38-51143-GB,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x114.3,Glossy Black,$506.81,Gram Lights 57CR18x9.5 +385x114.3Glossy Black,,,,
3/21/2023,eBay,V-RacingTE37SL-189.5+12-51143-DW,Volk,Volk Racing TE37SL,18x9.5 +12,5x114.3,Dash White,"$3,000.00",Volk Racing TE37SL18x9.5 +125x114.3Dash White,,,,
3/20/2023,Shopify,E-RPF1-1810.5+15-51143-SS,Enkei,Enkei RPF1,18x10.5 +15,5x114.3,F1 Silver,"$1,515.60",Enkei RPF118x10.5 +155x114.3F1 Silver,,,,
3/19/2023,eBay,E-NT03M-189.5+40-51143-CP,Enkei,Enkei NT03+M,18x9.5 +40,5x114.3,Chrome Plating,$334.95,Enkei NT03+M18x9.5 +405x114.3Chrome Plating,,,,
3/19/2023,eBay,E-RPF1-158+28-4100-S,Enkei,Enkei RPF1,15x8 +28,4x100,SBC,$671.50,Enkei RPF115x8 +284x100SBC,,,,
3/18/2023,Shopify,GL-57DR-189.5+22-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Chrome Plating,"$2,399.00",Gram Lights 57DR18x9.5 +225x114.3Chrome Plating,,,,
3/17/2023,Shopify,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Chrome Plating,"$2,100.00",Gram Lights 57DR18x9.5 +385x114.3Chrome Plating,,,,
3/17/2023,Shopify,GL-57DR-189.5+38-51143-GB,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Glossy Black,"$1,450.00",Gram Lights 57DR18x9.5 +385x114.3Glossy Black,,,,
3/17/2023,eBay,E-RPF1-177.5+48-51143-SS,Enkei,Enkei RPF1,17x7.5 +48,5x114.3,F1 Silver,$271.80,Enkei RPF117x7.5 +485x114.3F1 Silver,,,,
3/17/2023,eBay,GL-57DR-189.5+38-51143-GB2,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Gun Blue 2,"$1,575.00",Gram Lights 57DR18x9.5 +385x114.3Gun Blue 2,,,,
3/16/2023,Shopify,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Chrome Plating,"$2,070.00",Gram Lights 57DR18x9.5 +385x114.3Chrome Plating,,,,
3/16/2023,eBay,E-RPF1-179+35-51143-SS,Enkei,Enkei RPF1,17x9 +35,5x114.3,F1 Silver,"$1,180.00",Enkei RPF117x9 +355x114.3F1 Silver,,,,
3/15/2023,eBay,GL-57DR-189.5+38-51143-GB2,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Gun Blue 2,"$1,695.00",Gram Lights 57DR18x9.5 +385x114.3Gun Blue 2,,,,
3/14/2023,Shopify,GL-57CR-189.5+38-51143-GG,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x114.3,Glossy Gray,"$1,699.15",Gram Lights 57CR18x9.5 +385x114.3Glossy Gray,,,,
3/14/2023,Shopify,D-RegamasterEVOII-1810.5+22-51143-BI,Desmond,Desmond Regamaster EVO II,18x10.5 +22,5x114.3,Bright II,"$3,200.00",Desmond Regamaster EVO II18x10.5 +225x114.3Bright II,,,,
3/14/2023,eBay,E-RPF1-158+28-4100-G,Enkei,Enkei RPF1,15x8 +28,4x100,Gold,$289.33,Enkei RPF115x8 +284x100Gold,,,,
3/13/2023,Shopify,GL-57DR-189.5+22-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Chrome Plating,"$2,399.00",Gram Lights 57DR18x9.5 +225x114.3Chrome Plating,,,,
3/13/2023,Shopify,E-RPF1-189.5+15-51143-SS,Enkei,Enkei RPF1,18x9.5 +15,5x114.3,F1 Silver,"$1,444.15",Enkei RPF118x9.5 +155x114.3F1 Silver,,,,
3/12/2023,eBay,E-RPF1-179+22-51143-SS,Enkei,Enkei RPF1,17x9 +22,5x114.3,F1 Silver,"$1,155.12",Enkei RPF117x9 +225x114.3F1 Silver,,,,
3/12/2023,eBay,E-RPF1-179+45-51143-G,Enkei,Enkei RPF1,17x9 +45,5x114.3,Gold,"$1,149.00",Enkei RPF117x9 +455x114.3Gold,,,,
3/12/2023,eBay,GL-57CR-188.5+37-51143-GB,Gram Lights,Gram Lights 57CR,18x8.5 +37,5x114.3,Glossy Black,"$1,849.00",Gram Lights 57CR18x8.5 +375x114.3Glossy Black,,,,
3/10/2023,Shopify,V-RacingTE37SL-189.5+22-51143-BR,Volk,Volk Racing TE37SL,18x9.5 +22,5x114.3,BlastBronze,"$2,960.00",Volk Racing TE37SL18x9.5 +225x114.3BlastBronze,,,,
3/9/2023,eBay,E-Compe-155.5+17-4130-MGB,Enkei,Enkei Compe,15x5.5 +17,4x130,Matte Gun Black,$745.84,Enkei Compe15x5.5 +174x130Matte Gun Black,,,,
3/8/2023,Shopify,GL-57DR-189.5+38-51143-GB,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Glossy Black,"$1,550.00",Gram Lights 57DR18x9.5 +385x114.3Glossy Black,,,,
3/8/2023,Shopify,GL-57DR-189.5+38-51143-GB,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Glossy Black,"$1,550.00",Gram Lights 57DR18x9.5 +385x114.3Glossy Black,,,,
3/8/2023,eBay,GL-57DR-189.5+38-51143-GB,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Glossy Black,"$1,799.00",Gram Lights 57DR18x9.5 +385x114.3Glossy Black,,,,
3/7/2023,Shopify,M-MC10-179+35-51143-CP,Mugen,Mugen MC10,17x9 +35,5x114.3,Chrome Plating,"$2,000.00",Mugen MC1017x9 +355x114.3Chrome Plating,,,,
3/7/2023,Shopify,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Chrome Plating,"$2,399.00",Gram Lights 57DR18x9.5 +385x114.3Chrome Plating,,,,
3/7/2023,eBay,GL-57DR-179+38-51143-GG,Gram Lights,Gram Lights 57DR,17x9 +38,5x114.3,Glossy Gray,"$1,625.00",Gram Lights 57DR17x9 +385x114.3Glossy Gray,,,,
3/5/2023,eBay,GL-57DR-189.5+38-51143-BR2,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Bronze 2,"$1,688.90",Gram Lights 57DR18x9.5 +385x114.3Bronze 2,,,,
3/5/2023,eBay,GL-57DR-189.5+22-51143-SGB,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Semi Gloss Black,"$1,799.00",Gram Lights 57DR18x9.5 +225x114.3Semi Gloss Black,,,,
3/4/2023,Shopify,D-RegamasterEVOII-179.5+50-51143-GW,Desmond,Desmond Regamaster EVO II,17x9.5 +50,5x114.3,Gloss White,"$2,537.50",Desmond Regamaster EVO II17x9.5 +505x114.3Gloss White,,,,
3/4/2023,eBay,E-RPF1-158+28-4100-G,Enkei,Enkei RPF1,15x8 +28,4x100,Gold,"$1,151.92",Enkei RPF115x8 +284x100Gold,,,,
3/3/2023,Shopify,GL-57DR-189.5+22-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Chrome Plating,"$2,399.00",Gram Lights 57DR18x9.5 +225x114.3Chrome Plating,,,,
3/2/2023,Shopify,D-RegamasterEVOII-189.5+45-5120-SG,Desmond,Desmond Regamaster EVO II,18x9.5 +45,5x120,Satin Gunmetal,"$3,119.97",Desmond Regamaster EVO II18x9.5 +455x120Satin Gunmetal,,,,
3/2/2023,Shopify,M-MC10-179+35-51143-W,Mugen,Mugen MC10,17x9 +35,5x114.3,White,"$1,400.00",Mugen MC1017x9 +355x114.3White,,,,
3/2/2023,Shopify,T7-TCS5-189.5+40-51143-ST,Titan 7,Titan 7 T-CS5,18x9.5 +40,5x114.3,Satin Titanium,"$2,260.00",Titan 7 T-CS518x9.5 +405x114.3Satin Titanium,,,,
3/1/2023,Shopify,"GL-57DR-179+22,179+12-51143-CP",Gram Lights,Gram Lights 57DR,"17x9 +22, 17x9 +12",5x114.3,Chrome Plating,"$2,298.00","Gram Lights 57DR17x9 +22, 17x9 +125x114.3Chrome Plating",,,,
2/28/2023,Shopify,GL-57DR-189.5+22-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Chrome Plating,"$2,399.00",Gram Lights 57DR18x9.5 +225x114.3Chrome Plating,,,,
2/27/2023,Shopify,GL-57DR-189.5+38-51143-GB,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Glossy Black,"$1,700.00",Gram Lights 57DR18x9.5 +385x114.3Glossy Black,,,,
2/27/2023,Shopify,D-RegamasterEVOII-178+38-4100-SG,Desmond,Desmond Regamaster EVO II,17x8 +38,4x100,Satin Gunmetal,"$2,024.25",Desmond Regamaster EVO II17x8 +384x100Satin Gunmetal,,,,
2/27/2023,Shopify,D-RegamasterEVOII-1810+25-5120-BI,Desmond,Desmond Regamaster EVO II,18x10 +25,5x120,Bright II,"$3,900.00",Desmond Regamaster EVO II18x10 +255x120Bright II,,,,
2/27/2023,Shopify,D-RegamasterEVOII-1810+50-5120-GW,Desmond,Desmond Regamaster EVO II,18x10 +50,5x120,Gloss White,"$2,600.00",Desmond Regamaster EVO II18x10 +505x120Gloss White,,,,
2/27/2023,eBay,GL-57CR-179+22-51143-GB2,Gram Lights,Gram Lights 57CR,17x9 +22,5x114.3,Gun Blue 2,"$1,295.00",Gram Lights 57CR17x9 +225x114.3Gun Blue 2,,,,
2/26/2023,eBay,V-RacingNE24-189.5+38-51143-MGB,Volk,Volk Racing NE24,18x9.5 +38,5x114.3,Matte Gun Black,"$3,056.00",Volk Racing NE2418x9.5 +385x114.3Matte Gun Black,,,,
2/24/2023,eBay,GL-57DR-179+38-5100-BR2,Gram Lights,Gram Lights 57DR,17x9 +38,5x100,Bronze 2,"$1,690.44",Gram Lights 57DR17x9 +385x100Bronze 2,,,,
2/24/2023,eBay,GL-57DR-179+22-51143-BR2,Gram Lights,Gram Lights 57DR,17x9 +22,5x114.3,Bronze 2,"$1,599.00",Gram Lights 57DR17x9 +225x114.3Bronze 2,,,,
2/23/2023,eBay,E-NT03M-189.5+27-51143-SS,Enkei,Enkei NT03+M,18x9.5 +27,5x114.3,F1 Silver,$333.60,Enkei NT03+M18x9.5 +275x114.3F1 Silver,,,,
2/23/2023,eBay,E-RPF1-179+18-51143-SS,Enkei,Enkei RPF1,17x9 +18,5x114.3,F1 Silver,$299.19,Enkei RPF117x9 +185x114.3F1 Silver,,,,
2/23/2023,eBay,E-RPF1-158+28-4100-S,Enkei,Enkei RPF1,15x8 +28,4x100,SBC,$334.40,Enkei RPF115x8 +284x100SBC,,,,
2/23/2023,eBay,"GL-57DR-188.5+37,189.5+38-51143-SGB",Gram Lights,Gram Lights 57DR,"18x8.5 +37, 18x9.5 +38",5x114.3,Semi Gloss Black,"$1,750.00","Gram Lights 57DR18x8.5 +37, 18x9.5 +385x114.3Semi Gloss Black",,,,
